"","season","week","season_type","home_team","away_team","home_score","away_score"
"1437",2004,9,"REG","SF","SEA",27,42
"1438",2004,9,"REG","DET","WAS",10,17
"1439",2004,10,"REG","NYJ","BAL",17,20
"1440",2004,10,"REG","NE","BUF",29,6
"1441",2004,10,"REG","SF","CAR",27,37
"1442",2004,10,"REG","TEN","CHI",17,19
"1443",2004,10,"REG","WAS","CIN",10,17
"1444",2004,10,"REG","JAX","DET",23,17
"1445",2004,10,"REG","IND","HOU",49,14
"1446",2004,10,"REG","NO","KC",27,20
"1447",2004,10,"REG","GB","MIN",34,31
"1448",2004,10,"REG","ARI","NYG",17,14
"1449",2004,10,"REG","DAL","PHI",21,49
"1450",2004,10,"REG","CLE","PIT",10,24
"1451",2004,10,"REG","LA","SEA",23,12
"1452",2004,10,"REG","ATL","TB",24,14
"1453",2004,11,"REG","CAR","ARI",35,10
"1454",2004,11,"REG","NYG","ATL",10,14
"1455",2004,11,"REG","BAL","DAL",30,10
"1456",2004,11,"REG","NO","DEN",13,34
"1457",2004,11,"REG","MIN","DET",22,19
"1458",2004,11,"REG","HOU","GB",13,16
"1459",2004,11,"REG","CHI","IND",10,41
"1460",2004,11,"REG","SEA","MIA",24,17
"1461",2004,11,"REG","KC","NE",19,27
"1462",2004,11,"REG","CLE","NYJ",7,10
"1463",2004,11,"REG","CIN","PIT",14,19
"1464",2004,11,"REG","LV","LAC",17,23
"1465",2004,11,"REG","TB","SF",35,3
"1466",2004,11,"REG","BUF","LA",37,17
"1467",2004,11,"REG","JAX","TEN",15,18
"1468",2004,11,"REG","PHI","WAS",28,6
"1469",2004,12,"REG","NE","BAL",24,3
"1470",2004,12,"REG","SEA","BUF",9,38
"1471",2004,12,"REG","DAL","CHI",21,7
"1472",2004,12,"REG","CIN","CLE",58,48
"1473",2004,12,"REG","DET","IND",9,41
"1474",2004,12,"REG","MIN","JAX",27,16
"1475",2004,12,"REG","SF","MIA",17,24
"1476",2004,12,"REG","ATL","NO",24,21
"1477",2004,12,"REG","ARI","NYJ",3,13
"1478",2004,12,"REG","DEN","LV",24,25
"1479",2004,12,"REG","NYG","PHI",6,27
"1480",2004,12,"REG","KC","LAC",31,34
"1481",2004,12,"REG","GB","LA",45,17
"1482",2004,12,"REG","CAR","TB",21,14
"1483",2004,12,"REG","HOU","TEN",31,21
"1484",2004,12,"REG","PIT","WAS",16,7
"1485",2004,13,"REG","DET","ARI",26,12
"1486",2004,13,"REG","TB","ATL",27,0
"1487",2004,13,"REG","MIA","BUF",32,42
"1488",2004,13,"REG","NO","CAR",21,32
"1489",2004,13,"REG","BAL","CIN",26,27
"1490",2004,13,"REG","SEA","DAL",39,43
"1491",2004,13,"REG","LAC","DEN",20,17
"1492",2004,13,"REG","PHI","GB",47,17
"1493",2004,13,"REG","NYJ","HOU",29,7
"1494",2004,13,"REG","LV","KC",27,34
"1495",2004,13,"REG","CHI","MIN",24,14
"1496",2004,13,"REG","CLE","NE",15,42
"1497",2004,13,"REG","WAS","NYG",31,7
"1498",2004,13,"REG","JAX","PIT",16,17
"1499",2004,13,"REG","LA","SF",16,6
"1500",2004,13,"REG","IND","TEN",51,24
"1501",2004,14,"REG","JAX","CHI",22,3
"1502",2004,14,"REG","NE","CIN",35,28
"1503",2004,14,"REG","BUF","CLE",37,7
"1504",2004,14,"REG","GB","DET",16,13
"1505",2004,14,"REG","HOU","IND",14,23
"1506",2004,14,"REG","TEN","KC",38,49
"1507",2004,14,"REG","DEN","MIA",20,17
"1508",2004,14,"REG","DAL","NO",13,27
"1509",2004,14,"REG","BAL","NYG",37,14
"1510",2004,14,"REG","PIT","NYJ",17,6
"1511",2004,14,"REG","ATL","LV",35,10
"1512",2004,14,"REG","WAS","PHI",14,17
"1513",2004,14,"REG","MIN","SEA",23,27
"1514",2004,14,"REG","ARI","SF",28,31
"1515",2004,14,"REG","CAR","LA",20,7
"1516",2004,14,"REG","LAC","TB",31,24
"1517",2004,15,"REG","IND","BAL",20,10
"1518",2004,15,"REG","CIN","BUF",17,33
"1519",2004,15,"REG","ATL","CAR",34,31
"1520",2004,15,"REG","PHI","DAL",12,7
"1521",2004,15,"REG","KC","DEN",45,17
"1522",2004,15,"REG","CHI","HOU",5,24
"1523",2004,15,"REG","GB","JAX",25,28
"1524",2004,15,"REG","DET","MIN",27,28
"1525",2004,15,"REG","MIA","NE",29,28
"1526",2004,15,"REG","TB","NO",17,21
"1527",2004,15,"REG","NYG","PIT",30,33
"1528",2004,15,"REG","CLE","LAC",0,21
"1529",2004,15,"REG","NYJ","SEA",37,14
"1530",2004,15,"REG","ARI","LA",31,7
"1531",2004,15,"REG","LV","TEN",40,35
"1532",2004,15,"REG","SF","WAS",16,26
"1533",2004,16,"REG","SEA","ARI",24,21
"1534",2004,16,"REG","NO","ATL",26,13
"1535",2004,16,"REG","PIT","BAL",20,7
"1536",2004,16,"REG","SF","BUF",7,41
"1537",2004,16,"REG","TB","CAR",20,37
"1538",2004,16,"REG","DET","CHI",19,13
"1539",2004,16,"REG","MIA","CLE",10,7
"1540",2004,16,"REG","TEN","DEN",16,37
"1541",2004,16,"REG","MIN","GB",31,34
"1542",2004,16,"REG","JAX","HOU",0,21
"1543",2004,16,"REG","NYJ","NE",7,23
"1544",2004,16,"REG","CIN","NYG",23,22
"1545",2004,16,"REG","KC","LV",31,30
"1546",2004,16,"REG","LA","PHI",20,7
"1547",2004,16,"REG","IND","LAC",34,31
"1548",2004,16,"REG","DAL","WAS",13,10
"1549",2004,17,"REG","SEA","ATL",28,26
"1550",2004,17,"REG","PHI","CIN",10,38
"1551",2004,17,"REG","HOU","CLE",14,22
"1552",2004,17,"REG","NYG","DAL",28,24
"1553",2004,17,"REG","TEN","DET",24,19
"1554",2004,17,"REG","CHI","GB",14,31
"1555",2004,17,"REG","DEN","IND",33,14
"1556",2004,17,"REG","LV","JAX",6,13
"1557",2004,17,"REG","LAC","KC",24,17
"1558",2004,17,"REG","BAL","MIA",30,23
"1559",2004,17,"REG","WAS","MIN",21,18
"1560",2004,17,"REG","CAR","NO",18,21
"1561",2004,17,"REG","LA","NYJ",32,29
"1562",2004,17,"REG","BUF","PIT",24,29
"1563",2004,17,"REG","NE","SF",21,7
"1564",2004,17,"REG","ARI","TB",12,7
"1565",2004,18,"POST","IND","DEN",49,24
"1566",2004,18,"POST","GB","MIN",17,31
"1567",2004,18,"POST","LAC","NYJ",17,20
"1568",2004,18,"POST","SEA","LA",20,27
"1569",2004,19,"POST","NE","IND",20,3
"1570",2004,19,"POST","PHI","MIN",27,14
"1571",2004,19,"POST","PIT","NYJ",20,17
"1572",2004,19,"POST","ATL","LA",47,17
"1573",2004,20,"POST","PHI","ATL",27,10
"1574",2004,20,"POST","PIT","NE",27,41
"1575",2004,21,"POST","PHI","NE",21,24
"1576",2005,1,"REG","NYG","ARI",42,19
"1577",2005,1,"REG","WAS","CHI",9,7
"1578",2005,1,"REG","CLE","CIN",13,27
"1579",2005,1,"REG","LAC","DAL",24,28
"1580",2005,1,"REG","MIA","DEN",34,10
"1581",2005,1,"REG","DET","GB",17,3
"1582",2005,1,"REG","BUF","HOU",22,7
"1583",2005,1,"REG","BAL","IND",7,24
"1584",2005,1,"REG","CAR","NO",20,23
"1585",2005,1,"REG","KC","NYJ",27,7
"1586",2005,1,"REG","NE","LV",30,20
"1587",2005,1,"REG","ATL","PHI",14,10
"1588",2005,1,"REG","JAX","SEA",26,14
"1589",2005,1,"REG","SF","LA",28,25
"1590",2005,1,"REG","MIN","TB",13,24
"1591",2005,1,"REG","PIT","TEN",34,7
"1592",2005,2,"REG","SEA","ATL",21,18
"1593",2005,2,"REG","TEN","BAL",25,10
"1594",2005,2,"REG","TB","BUF",19,3
"1595",2005,2,"REG","GB","CLE",24,26
"1596",2005,2,"REG","CHI","DET",38,6
"1597",2005,2,"REG","IND","JAX",10,3
"1598",2005,2,"REG","LV","KC",17,23
"1599",2005,2,"REG","NYJ","MIA",17,7
"1600",2005,2,"REG","CIN","MIN",37,8
"1601",2005,2,"REG","CAR","NE",27,17
"1602",2005,2,"REG","NO","NYG",10,27
"1603",2005,2,"REG","HOU","PIT",7,27
"1604",2005,2,"REG","DEN","LAC",20,17
"1605",2005,2,"REG","PHI","SF",42,3
"1606",2005,2,"REG","ARI","LA",12,17
"1607",2005,2,"REG","DAL","WAS",13,14
"1608",2005,3,"REG","SEA","ARI",37,12
"1609",2005,3,"REG","BUF","ATL",16,24
"1610",2005,3,"REG","MIA","CAR",27,24
"1611",2005,3,"REG","CHI","CIN",7,24
"1612",2005,3,"REG","IND","CLE",13,6
"1613",2005,3,"REG","SF","DAL",31,34
"1614",2005,3,"REG","NYJ","JAX",20,26
"1615",2005,3,"REG","DEN","KC",30,10
"1616",2005,3,"REG","PIT","NE",20,23
"1617",2005,3,"REG","MIN","NO",33,16
"1618",2005,3,"REG","LAC","NYG",45,23
"1619",2005,3,"REG","PHI","LV",23,20
"1620",2005,3,"REG","GB","TB",16,17
"1621",2005,3,"REG","LA","TEN",31,27
"1622",2005,4,"REG","NO","BUF",19,7
"1623",2005,4,"REG","LV","DAL",19,13
"1624",2005,4,"REG","JAX","DEN",7,20
"1625",2005,4,"REG","TB","DET",17,13
"1626",2005,4,"REG","CAR","GB",32,29
"1627",2005,4,"REG","CIN","HOU",16,10
"1628",2005,4,"REG","TEN","IND",10,31
"1629",2005,4,"REG","ATL","MIN",30,10
"1630",2005,4,"REG","BAL","NYJ",13,3
"1631",2005,4,"REG","KC","PHI",31,37
"1632",2005,4,"REG","NE","LAC",17,41
"1633",2005,4,"REG","WAS","SEA",20,17
"1634",2005,4,"REG","ARI","SF",31,14
"1635",2005,4,"REG","NYG","LA",44,24
"1636",2005,5,"REG","DET","BAL",35,17
"1637",2005,5,"REG","ARI","CAR",20,24
"1638",2005,5,"REG","CLE","CHI",20,10
"1639",2005,5,"REG","JAX","CIN",23,20
"1640",2005,5,"REG","SF","IND",3,28
"1641",2005,5,"REG","BUF","MIA",20,14
"1642",2005,5,"REG","ATL","NE",28,31
"1643",2005,5,"REG","GB","NO",52,3
"1644",2005,5,"REG","DAL","PHI",33,10
"1645",2005,5,"REG","LAC","PIT",22,24
"1646",2005,5,"REG","LA","SEA",31,37
"1647",2005,5,"REG","NYJ","TB",14,12
"1648",2005,5,"REG","HOU","TEN",20,34
"1649",2005,5,"REG","DEN","WAS",21,19
"1650",2005,6,"REG","NO","ATL",31,34
"1651",2005,6,"REG","DET","CAR",20,21
"1652",2005,6,"REG","TEN","CIN",23,31
"1653",2005,6,"REG","BAL","CLE",16,3
"1654",2005,6,"REG","SEA","HOU",42,10
"1655",2005,6,"REG","PIT","JAX",17,23
"1656",2005,6,"REG","TB","MIA",27,13
"1657",2005,6,"REG","CHI","MIN",28,3
"1658",2005,6,"REG","DEN","NE",28,20
"1659",2005,6,"REG","DAL","NYG",16,13
"1660",2005,6,"REG","BUF","NYJ",27,17
"1661",2005,6,"REG","LV","LAC",14,27
"1662",2005,6,"REG","IND","LA",45,28
"1663",2005,6,"REG","KC","WAS",28,21
"1664",2005,7,"REG","CHI","BAL",10,6
"1665",2005,7,"REG","LV","BUF",38,17
"1666",2005,7,"REG","SEA","DAL",13,10
"1667",2005,7,"REG","NYG","DEN",24,23
"1668",2005,7,"REG","CLE","DET",10,13
"1669",2005,7,"REG","MIN","GB",23,20
"1670",2005,7,"REG","HOU","IND",20,38
"1671",2005,7,"REG","MIA","KC",20,30
"1672",2005,7,"REG","LA","NO",28,17
"1673",2005,7,"REG","ATL","NYJ",27,14
"1674",2005,7,"REG","CIN","PIT",13,27
"1675",2005,7,"REG","PHI","LAC",20,17
"1676",2005,7,"REG","WAS","SF",52,17
"1677",2005,7,"REG","ARI","TEN",20,10
"1678",2005,8,"REG","DAL","ARI",34,13
"1679",2005,8,"REG","PIT","BAL",20,19
"1680",2005,8,"REG","NE","BUF",21,16
"1681",2005,8,"REG","DET","CHI",13,19
"1682",2005,8,"REG","HOU","CLE",19,16
"1683",2005,8,"REG","CIN","GB",21,14
"1684",2005,8,"REG","LA","JAX",24,21
"1685",2005,8,"REG","LAC","KC",28,20
"1686",2005,8,"REG","NO","MIA",6,21
"1687",2005,8,"REG","CAR","MIN",38,13
"1688",2005,8,"REG","TEN","LV",25,34
"1689",2005,8,"REG","DEN","PHI",49,21
"1690",2005,8,"REG","SF","TB",15,10
"1691",2005,8,"REG","NYG","WAS",36,0
"1692",2005,9,"REG","MIA","ATL",10,17
"1693",2005,9,"REG","TB","CAR",14,34
"1694",2005,9,"REG","NO","CHI",17,20
"1695",2005,9,"REG","BAL","CIN",9,21
"1696",2005,9,"REG","MIN","DET",27,14
"1697",2005,9,"REG","JAX","HOU",21,14
"1698",2005,9,"REG","NE","IND",21,40
"1699",2005,9,"REG","SF","NYG",6,24
"1700",2005,9,"REG","KC","LV",27,23
"1701",2005,9,"REG","WAS","PHI",17,10
"1702",2005,9,"REG","GB","PIT",10,20
"1703",2005,9,"REG","NYJ","LAC",26,31
"1704",2005,9,"REG","ARI","SEA",19,33
"1705",2005,9,"REG","CLE","TEN",20,14
"1706",2005,10,"REG","DET","ARI",29,21
"1707",2005,10,"REG","JAX","BAL",30,3
"1708",2005,10,"REG","PIT","CLE",34,21
"1709",2005,10,"REG","PHI","DAL",20,21
"1710",2005,10,"REG","LV","DEN",17,31
"1711",2005,10,"REG","ATL","GB",25,33
"1712",2005,10,"REG","IND","HOU",31,17
"1713",2005,10,"REG","BUF","KC",14,3
"1714",2005,10,"REG","NYG","MIN",21,24
"1715",2005,10,"REG","MIA","NE",16,23
"1716",2005,10,"REG","CAR","NYJ",30,3
"1717",2005,10,"REG","CHI","SF",17,9
"1718",2005,10,"REG","SEA","LA",31,16
"1719",2005,10,"REG","TB","WAS",36,35
"1720",2005,11,"REG","LA","ARI",28,38
"1721",2005,11,"REG","LAC","BUF",48,10
"1722",2005,11,"REG","CHI","CAR",13,3
"1723",2005,11,"REG","DAL","DET",20,7
"1724",2005,11,"REG","CIN","IND",37,45
"1725",2005,11,"REG","TEN","JAX",28,31
"1726",2005,11,"REG","HOU","KC",17,45
"1727",2005,11,"REG","CLE","MIA",22,0
"1728",2005,11,"REG","GB","MIN",17,20
"1729",2005,11,"REG","NE","NO",24,17
"1730",2005,11,"REG","DEN","NYJ",27,0
"1731",2005,11,"REG","WAS","LV",13,16
"1732",2005,11,"REG","NYG","PHI",27,17
"1733",2005,11,"REG","BAL","PIT",16,13
"1734",2005,11,"REG","SF","SEA",25,27
"1735",2005,11,"REG","ATL","TB",27,30
"1736",2005,12,"REG","DET","ATL",7,27
"1737",2005,12,"REG","CIN","BAL",42,29
"1738",2005,12,"REG","BUF","CAR",9,13
"1739",2005,12,"REG","TB","CHI",10,13
"1740",2005,12,"REG","MIN","CLE",24,12
"1741",2005,12,"REG","DAL","DEN",21,24
"1742",2005,12,"REG","PHI","GB",19,14
"1743",2005,12,"REG","ARI","JAX",17,24
"1744",2005,12,"REG","LV","MIA",21,33
"1745",2005,12,"REG","KC","NE",26,16
"1746",2005,12,"REG","NYJ","NO",19,21
"1747",2005,12,"REG","SEA","NYG",24,21
"1748",2005,12,"REG","IND","PIT",26,7
"1749",2005,12,"REG","WAS","LAC",17,23
"1750",2005,12,"REG","TEN","SF",33,22
"1751",2005,12,"REG","HOU","LA",27,33
"1752",2005,13,"REG","SF","ARI",10,17
"1753",2005,13,"REG","CAR","ATL",24,6
"1754",2005,13,"REG","MIA","BUF",24,23
"1755",2005,13,"REG","PIT","CIN",31,38
"1756",2005,13,"REG","NYG","DAL",17,10
"1757",2005,13,"REG","KC","DEN",31,27
"1758",2005,13,"REG","CHI","GB",19,7
"1759",2005,13,"REG","BAL","HOU",16,15
"1760",2005,13,"REG","CLE","JAX",14,20
"1761",2005,13,"REG","DET","MIN",16,21
"1762",2005,13,"REG","NE","NYJ",16,3
"1763",2005,13,"REG","LAC","LV",34,10
"1764",2005,13,"REG","PHI","SEA",0,42
"1765",2005,13,"REG","NO","TB",3,10
"1766",2005,13,"REG","IND","TEN",35,3
"1767",2005,13,"REG","LA","WAS",9,24
"1768",2005,14,"REG","DEN","BAL",12,10
"1769",2005,14,"REG","PIT","CHI",21,9
"1770",2005,14,"REG","CIN","CLE",23,20
"1771",2005,14,"REG","GB","DET",16,13
"1772",2005,14,"REG","TEN","HOU",13,10
"1773",2005,14,"REG","JAX","IND",18,26
"1774",2005,14,"REG","DAL","KC",31,28
"1775",2005,14,"REG","LAC","MIA",21,23
"1776",2005,14,"REG","BUF","NE",7,35
"1777",2005,14,"REG","ATL","NO",36,17
"1778",2005,14,"REG","PHI","NYG",23,26
"1779",2005,14,"REG","NYJ","LV",26,10
"1780",2005,14,"REG","SEA","SF",41,3
"1781",2005,14,"REG","MIN","LA",27,13
"1782",2005,14,"REG","CAR","TB",10,20
"1783",2005,14,"REG","ARI","WAS",13,17
"1784",2005,15,"REG","HOU","ARI",30,19
"1785",2005,15,"REG","CHI","ATL",16,3
"1786",2005,15,"REG","NO","CAR",10,27
"1787",2005,15,"REG","DET","CIN",17,41
"1788",2005,15,"REG","LV","CLE",7,9
"1789",2005,15,"REG","WAS","DAL",35,7
"1790",2005,15,"REG","BUF","DEN",17,28
"1791",2005,15,"REG","BAL","GB",48,3
"1792",2005,15,"REG","NYG","KC",27,17
"1793",2005,15,"REG","MIA","NYJ",24,20
"1794",2005,15,"REG","LA","PHI",16,17
"1795",2005,15,"REG","MIN","PIT",3,18
"1796",2005,15,"REG","IND","LAC",17,26
"1797",2005,15,"REG","TEN","SEA",24,28
"1798",2005,15,"REG","JAX","SF",10,9
"1799",2005,15,"REG","NE","TB",28,0
"1800",2005,16,"REG","TB","ATL",27,24
"1801",2005,16,"REG","CIN","BUF",27,37
"1802",2005,16,"REG","GB","CHI",17,24
"1803",2005,16,"REG","CAR","DAL",20,24
"1804",2005,16,"REG","NO","DET",12,13
"1805",2005,16,"REG","SEA","IND",28,13
"1806",2005,16,"REG","HOU","JAX",20,38
"1807",2005,16,"REG","BAL","MIN",30,23
"1808",2005,16,"REG","NYJ","NE",21,31
"1809",2005,16,"REG","WAS","NYG",35,20
"1810",2005,16,"REG","DEN","LV",22,3
"1811",2005,16,"REG","ARI","PHI",27,21
"1812",2005,16,"REG","CLE","PIT",0,41
"1813",2005,16,"REG","KC","LAC",20,7
"1814",2005,16,"REG","LA","SF",20,24
"1815",2005,16,"REG","MIA","TEN",24,10
"1816",2005,17,"REG","IND","ARI",17,13
"1817",2005,17,"REG","CLE","BAL",20,16
"1818",2005,17,"REG","NYJ","BUF",30,26
"1819",2005,17,"REG","ATL","CAR",11,44
"1820",2005,17,"REG","MIN","CHI",34,10
"1821",2005,17,"REG","KC","CIN",37,3
"1822",2005,17,"REG","LAC","DEN",7,23
"1823",2005,17,"REG","PIT","DET",35,21
"1824",2005,17,"REG","SF","HOU",20,17
"1825",2005,17,"REG","NE","MIA",26,28
"1826",2005,17,"REG","TB","NO",27,13
"1827",2005,17,"REG","LV","NYG",21,30
"1828",2005,17,"REG","GB","SEA",23,17
"1829",2005,17,"REG","DAL","LA",10,20
"1830",2005,17,"REG","JAX","TEN",40,13
"1831",2005,17,"REG","PHI","WAS",20,31
"1832",2005,18,"POST","NYG","CAR",0,23
"1833",2005,18,"POST","NE","JAX",28,3
"1834",2005,18,"POST","CIN","PIT",17,31
"1835",2005,18,"POST","TB","WAS",10,17
"1836",2005,19,"POST","CHI","CAR",21,29
"1837",2005,19,"POST","DEN","NE",27,13
"1838",2005,19,"POST","IND","PIT",18,21
"1839",2005,19,"POST","SEA","WAS",20,10
"1840",2005,20,"POST","SEA","CAR",34,14
"1841",2005,20,"POST","DEN","PIT",17,34
"1842",2005,21,"POST","PIT","SEA",21,10
"1843",2006,1,"REG","CAR","ATL",6,20
"1844",2006,1,"REG","TB","BAL",0,27
"1845",2006,1,"REG","NE","BUF",19,17
"1846",2006,1,"REG","GB","CHI",0,26
"1847",2006,1,"REG","KC","CIN",10,23
"1848",2006,1,"REG","JAX","DAL",24,17
"1849",2006,1,"REG","LA","DEN",18,10
"1850",2006,1,"REG","NYG","IND",21,26
"1851",2006,1,"REG","PIT","MIA",28,17
"1852",2006,1,"REG","WAS","MIN",16,19
"1853",2006,1,"REG","CLE","NO",14,19
"1854",2006,1,"REG","TEN","NYJ",16,23
"1855",2006,1,"REG","HOU","PHI",10,24
"1856",2006,1,"REG","LV","LAC",0,27
"1857",2006,1,"REG","DET","SEA",6,9
"1858",2006,1,"REG","ARI","SF",34,27
"1859",2006,2,"REG","SEA","ARI",21,10
"1860",2006,2,"REG","MIA","BUF",6,16
"1861",2006,2,"REG","MIN","CAR",16,13
"1862",2006,2,"REG","CIN","CLE",34,17
"1863",2006,2,"REG","CHI","DET",34,7
"1864",2006,2,"REG","IND","HOU",43,24
"1865",2006,2,"REG","DEN","KC",9,6
"1866",2006,2,"REG","NYJ","NE",17,24
"1867",2006,2,"REG","GB","NO",27,34
"1868",2006,2,"REG","PHI","NYG",24,30
"1869",2006,2,"REG","BAL","LV",28,6
"1870",2006,2,"REG","JAX","PIT",9,0
"1871",2006,2,"REG","SF","LA",20,13
"1872",2006,2,"REG","ATL","TB",14,3
"1873",2006,2,"REG","LAC","TEN",40,7
"1874",2006,2,"REG","DAL","WAS",27,10
"1875",2006,3,"REG","NO","ATL",23,3
"1876",2006,3,"REG","CLE","BAL",14,15
"1877",2006,3,"REG","TB","CAR",24,26
"1878",2006,3,"REG","MIN","CHI",16,19
"1879",2006,3,"REG","PIT","CIN",20,28
"1880",2006,3,"REG","NE","DEN",7,17
"1881",2006,3,"REG","DET","GB",24,31
"1882",2006,3,"REG","IND","JAX",21,14
"1883",2006,3,"REG","SEA","NYG",42,30
"1884",2006,3,"REG","BUF","NYJ",20,28
"1885",2006,3,"REG","SF","PHI",24,38
"1886",2006,3,"REG","ARI","LA",14,16
"1887",2006,3,"REG","MIA","TEN",13,10
"1888",2006,3,"REG","HOU","WAS",15,31
"1889",2006,4,"REG","ATL","ARI",32,10
"1890",2006,4,"REG","LV","CLE",21,24
"1891",2006,4,"REG","TEN","DAL",14,45
"1892",2006,4,"REG","LA","DET",41,34
"1893",2006,4,"REG","PHI","GB",31,9
"1894",2006,4,"REG","NYJ","IND",28,31
"1895",2006,4,"REG","WAS","JAX",36,30
"1896",2006,4,"REG","HOU","MIA",17,15
"1897",2006,4,"REG","BUF","MIN",17,12
"1898",2006,4,"REG","CIN","NE",13,38
"1899",2006,4,"REG","CAR","NO",21,18
"1900",2006,4,"REG","BAL","LAC",16,13
"1901",2006,4,"REG","CHI","SEA",37,6
"1902",2006,4,"REG","KC","SF",41,0
"1903",2006,5,"REG","DEN","BAL",13,3
"1904",2006,5,"REG","CHI","BUF",40,7
"1905",2006,5,"REG","CAR","CLE",20,12
"1906",2006,5,"REG","PHI","DAL",38,24
"1907",2006,5,"REG","MIN","DET",26,17
"1908",2006,5,"REG","ARI","KC",20,23
"1909",2006,5,"REG","NE","MIA",20,10
"1910",2006,5,"REG","JAX","NYJ",41,0
"1911",2006,5,"REG","SF","LV",34,20
"1912",2006,5,"REG","LAC","PIT",23,13
"1913",2006,5,"REG","GB","LA",20,23
"1914",2006,5,"REG","NO","TB",24,21
"1915",2006,5,"REG","IND","TEN",14,13
"1916",2006,5,"REG","NYG","WAS",19,3
"1917",2006,6,"REG","DET","BUF",20,17
"1918",2006,6,"REG","BAL","CAR",21,23
"1919",2006,6,"REG","ARI","CHI",23,24
"1920",2006,6,"REG","TB","CIN",14,13
"1921",2006,6,"REG","DAL","HOU",34,6
"1922",2006,6,"REG","PIT","KC",45,7
"1923",2006,6,"REG","NYJ","MIA",20,17
"1924",2006,6,"REG","ATL","NYG",14,27
"1925",2006,6,"REG","DEN","LV",13,3
"1926",2006,6,"REG","NO","PHI",27,24
"1927",2006,6,"REG","SF","LAC",19,48
"1928",2006,6,"REG","LA","SEA",28,30
"1929",2006,6,"REG","WAS","TEN",22,25
"1930",2006,7,"REG","LV","ARI",22,9
"1931",2006,7,"REG","CIN","CAR",17,14
"1932",2006,7,"REG","CLE","DEN",7,17
"1933",2006,7,"REG","NYJ","DET",31,24
"1934",2006,7,"REG","MIA","GB",24,34
"1935",2006,7,"REG","HOU","JAX",27,7
"1936",2006,7,"REG","SEA","MIN",13,31
"1937",2006,7,"REG","BUF","NE",6,28
"1938",2006,7,"REG","DAL","NYG",22,36
"1939",2006,7,"REG","TB","PHI",23,21
"1940",2006,7,"REG","ATL","PIT",41,38
"1941",2006,7,"REG","KC","LAC",30,27
"1942",2006,7,"REG","IND","WAS",36,22
"1943",2006,8,"REG","GB","ARI",31,14
"1944",2006,8,"REG","CIN","ATL",27,29
"1945",2006,8,"REG","NO","BAL",22,35
"1946",2006,8,"REG","CAR","DAL",14,35
"1947",2006,8,"REG","TEN","HOU",28,22
"1948",2006,8,"REG","DEN","IND",31,34
"1949",2006,8,"REG","PHI","JAX",6,13
"1950",2006,8,"REG","MIN","NE",7,31
"1951",2006,8,"REG","CLE","NYJ",20,13
"1952",2006,8,"REG","LV","PIT",20,13
"1953",2006,8,"REG","KC","SEA",35,28
"1954",2006,8,"REG","CHI","SF",41,10
"1955",2006,8,"REG","LAC","LA",38,24
"1956",2006,8,"REG","NYG","TB",17,3
"1957",2006,9,"REG","DET","ATL",30,14
"1958",2006,9,"REG","BAL","CIN",26,20
"1959",2006,9,"REG","LAC","CLE",32,25
"1960",2006,9,"REG","WAS","DAL",22,19
"1961",2006,9,"REG","PIT","DEN",20,31
"1962",2006,9,"REG","BUF","GB",24,10
"1963",2006,9,"REG","NYG","HOU",14,10
"1964",2006,9,"REG","NE","IND",20,27
"1965",2006,9,"REG","LA","KC",17,31
"1966",2006,9,"REG","CHI","MIA",13,31
"1967",2006,9,"REG","SF","MIN",9,3
"1968",2006,9,"REG","TB","NO",14,31
"1969",2006,9,"REG","SEA","LV",16,0
"1970",2006,9,"REG","JAX","TEN",37,7
"1971",2006,10,"REG","TEN","BAL",26,27
"1972",2006,10,"REG","IND","BUF",17,16
"1973",2006,10,"REG","NYG","CHI",20,38
"1974",2006,10,"REG","ATL","CLE",13,17
"1975",2006,10,"REG","ARI","DAL",10,27
"1976",2006,10,"REG","LV","DEN",13,17
"1977",2006,10,"REG","MIN","GB",17,23
"1978",2006,10,"REG","JAX","HOU",10,13
"1979",2006,10,"REG","MIA","KC",13,10
"1980",2006,10,"REG","PIT","NO",38,31
"1981",2006,10,"REG","NE","NYJ",14,17
"1982",2006,10,"REG","CIN","LAC",41,49
"1983",2006,10,"REG","DET","SF",13,19
"1984",2006,10,"REG","SEA","LA",24,22
"1985",2006,10,"REG","CAR","TB",24,10
"1986",2006,10,"REG","PHI","WAS",27,3
"1987",2006,11,"REG","BAL","ATL",24,10
"1988",2006,11,"REG","HOU","BUF",21,24
"1989",2006,11,"REG","NYJ","CHI",0,10
"1990",2006,11,"REG","NO","CIN",16,31
"1991",2006,11,"REG","ARI","DET",17,10
"1992",2006,11,"REG","DAL","IND",21,14
"1993",2006,11,"REG","MIA","MIN",24,20
"1994",2006,11,"REG","GB","NE",0,35
"1995",2006,11,"REG","JAX","NYG",26,10
"1996",2006,11,"REG","KC","LV",17,13
"1997",2006,11,"REG","CLE","PIT",20,24
"1998",2006,11,"REG","DEN","LAC",27,35
"1999",2006,11,"REG","SF","SEA",20,14
"2000",2006,11,"REG","CAR","LA",15,0
"2001",2006,11,"REG","PHI","TEN",13,31
"2002",2006,11,"REG","TB","WAS",20,17
"2003",2006,12,"REG","MIN","ARI",31,26
"2004",2006,12,"REG","WAS","CAR",17,13
"2005",2006,12,"REG","NE","CHI",17,13
"2006",2006,12,"REG","CLE","CIN",0,30
"2007",2006,12,"REG","KC","DEN",19,10
