"","season","week","season_type","home_team","away_team","home_score","away_score"
"1",1999,1,"REG","PHI","ARI",24,25
"2",1999,1,"REG","IND","BUF",31,14
"3",1999,1,"REG","NO","CAR",19,10
"4",1999,1,"REG","TEN","CIN",36,35
"5",1999,1,"REG","WAS","DAL",35,41
"6",1999,1,"REG","SEA","DET",20,28
"7",1999,1,"REG","CHI","KC",20,17
"8",1999,1,"REG","DEN","MIA",21,38
"9",1999,1,"REG","ATL","MIN",14,17
"10",1999,1,"REG","NYJ","NE",28,30
"11",1999,1,"REG","TB","NYG",13,17
"12",1999,1,"REG","GB","LV",28,24
"13",1999,1,"REG","CLE","PIT",0,43
"14",1999,1,"REG","JAX","SF",41,3
"15",1999,2,"REG","MIA","ARI",19,16
"16",1999,2,"REG","DAL","ATL",24,7
"17",1999,2,"REG","TEN","CLE",26,9
"18",1999,2,"REG","KC","DEN",26,10
"19",1999,2,"REG","DET","GB",23,15
"20",1999,2,"REG","NE","IND",31,28
"21",1999,2,"REG","CAR","JAX",20,22
"22",1999,2,"REG","SF","NO",28,21
"23",1999,2,"REG","BUF","NYJ",17,3
"24",1999,2,"REG","MIN","LV",17,22
"25",1999,2,"REG","BAL","PIT",20,23
"26",1999,2,"REG","CIN","LAC",7,34
"27",1999,2,"REG","CHI","SEA",13,14
"28",1999,2,"REG","PHI","TB",5,19
"29",1999,2,"REG","NYG","WAS",21,50
"30",1999,3,"REG","LA","ATL",35,7
"31",1999,3,"REG","LV","CHI",24,17
"32",1999,3,"REG","CAR","CIN",27,3
"33",1999,3,"REG","BAL","CLE",17,10
"34",1999,3,"REG","TB","DEN",13,10
"35",1999,3,"REG","KC","DET",31,21
"36",1999,3,"REG","LAC","IND",19,27
"37",1999,3,"REG","GB","MIN",23,20
"38",1999,3,"REG","NE","NYG",16,14
"39",1999,3,"REG","BUF","PHI",26,0
"40",1999,3,"REG","PIT","SEA",10,29
"41",1999,3,"REG","ARI","SF",10,24
"42",1999,3,"REG","JAX","TEN",19,20
"43",1999,3,"REG","NYJ","WAS",20,27
"44",1999,4,"REG","DAL","ARI",35,7
"45",1999,4,"REG","ATL","BAL",13,19
"46",1999,4,"REG","MIA","BUF",18,23
"47",1999,4,"REG","WAS","CAR",38,36
"48",1999,4,"REG","PIT","JAX",3,17
"49",1999,4,"REG","LAC","KC",21,14
"50",1999,4,"REG","CLE","NE",7,19
"51",1999,4,"REG","CHI","NO",14,10
"52",1999,4,"REG","DEN","NYJ",13,21
"53",1999,4,"REG","SEA","LV",22,21
"54",1999,4,"REG","NYG","PHI",16,15
"55",1999,4,"REG","CIN","LA",10,38
"56",1999,4,"REG","MIN","TB",21,14
"57",1999,4,"REG","SF","TEN",24,22
"58",1999,5,"REG","NO","ATL",17,20
"59",1999,5,"REG","TEN","BAL",14,11
"60",1999,5,"REG","MIN","CHI",22,24
"61",1999,5,"REG","CLE","CIN",17,18
"62",1999,5,"REG","PHI","DAL",13,10
"63",1999,5,"REG","LV","DEN",13,16
"64",1999,5,"REG","NYJ","JAX",6,16
"65",1999,5,"REG","IND","MIA",31,34
"66",1999,5,"REG","KC","NE",16,14
"67",1999,5,"REG","ARI","NYG",14,3
"68",1999,5,"REG","BUF","PIT",24,21
"69",1999,5,"REG","DET","LAC",10,20
"70",1999,5,"REG","LA","SF",42,20
"71",1999,5,"REG","GB","TB",26,23
"72",1999,6,"REG","SF","CAR",29,31
"73",1999,6,"REG","JAX","CLE",24,7
"74",1999,6,"REG","NYG","DAL",13,10
"75",1999,6,"REG","DEN","GB",31,10
"76",1999,6,"REG","NYJ","IND",13,16
"77",1999,6,"REG","NE","MIA",30,31
"78",1999,6,"REG","DET","MIN",25,23
"79",1999,6,"REG","BUF","LV",14,20
"80",1999,6,"REG","CHI","PHI",16,20
"81",1999,6,"REG","CIN","PIT",3,17
"82",1999,6,"REG","LAC","SEA",13,10
"83",1999,6,"REG","ATL","LA",13,41
"84",1999,6,"REG","NO","TEN",21,24
"85",1999,6,"REG","ARI","WAS",10,24
"86",1999,7,"REG","PIT","ATL",13,9
"87",1999,7,"REG","SEA","BUF",26,16
"88",1999,7,"REG","TB","CHI",6,3
"89",1999,7,"REG","IND","CIN",31,10
"90",1999,7,"REG","LA","CLE",34,3
"91",1999,7,"REG","NE","DEN",24,23
"92",1999,7,"REG","CAR","DET",9,24
"93",1999,7,"REG","LAC","GB",3,31
"94",1999,7,"REG","BAL","KC",8,35
"95",1999,7,"REG","NYG","NO",31,3
"96",1999,7,"REG","LV","NYJ",24,23
"97",1999,7,"REG","MIA","PHI",16,13
"98",1999,7,"REG","MIN","SF",40,16
"99",1999,7,"REG","DAL","WAS",38,20
"100",1999,8,"REG","BAL","BUF",10,13
"101",1999,8,"REG","ATL","CAR",27,20
"102",1999,8,"REG","WAS","CHI",48,22
"103",1999,8,"REG","NO","CLE",16,21
"104",1999,8,"REG","IND","DAL",34,24
"105",1999,8,"REG","CIN","JAX",10,41
"106",1999,8,"REG","LV","MIA",9,16
"107",1999,8,"REG","DEN","MIN",20,23
"108",1999,8,"REG","ARI","NE",3,27
"109",1999,8,"REG","PHI","NYG",17,23
"110",1999,8,"REG","KC","LAC",34,0
"111",1999,8,"REG","GB","SEA",7,27
"112",1999,8,"REG","TEN","LA",24,21
"113",1999,8,"REG","DET","TB",20,3
"114",1999,9,"REG","NYJ","ARI",12,7
"115",1999,9,"REG","CLE","BAL",9,41
"116",1999,9,"REG","WAS","BUF",17,34
"117",1999,9,"REG","GB","CHI",13,14
"118",1999,9,"REG","SEA","CIN",37,20
"119",1999,9,"REG","MIN","DAL",27,17
"120",1999,9,"REG","LAC","DEN",17,33
"121",1999,9,"REG","ATL","JAX",7,30
"122",1999,9,"REG","IND","KC",25,17
"123",1999,9,"REG","CAR","PHI",33,7
"124",1999,9,"REG","SF","PIT",6,27
"125",1999,9,"REG","DET","LA",31,27
"126",1999,9,"REG","NO","TB",16,31
"127",1999,9,"REG","MIA","TEN",17,0
"128",1999,10,"REG","JAX","BAL",6,3
"129",1999,10,"REG","LA","CAR",35,10
"130",1999,10,"REG","PIT","CLE",15,16
"131",1999,10,"REG","SEA","DEN",20,17
"132",1999,10,"REG","ARI","DET",23,19
"133",1999,10,"REG","DAL","GB",27,13
"134",1999,10,"REG","NYG","IND",19,27
"135",1999,10,"REG","TB","KC",17,10
"136",1999,10,"REG","BUF","MIA",23,3
"137",1999,10,"REG","CHI","MIN",24,27
"138",1999,10,"REG","NE","NYJ",17,24
"139",1999,10,"REG","LV","LAC",28,9
"140",1999,10,"REG","NO","SF",24,6
"141",1999,10,"REG","CIN","TEN",14,24
"142",1999,10,"REG","PHI","WAS",35,28
"143",1999,11,"REG","TB","ATL",19,10
"144",1999,11,"REG","CIN","BAL",31,34
"145",1999,11,"REG","NYJ","BUF",17,7
"146",1999,11,"REG","CLE","CAR",17,31
"147",1999,11,"REG","LAC","CHI",20,23
"148",1999,11,"REG","ARI","DAL",13,9
"149",1999,11,"REG","GB","DET",26,17
"150",1999,11,"REG","PHI","IND",17,44
"151",1999,11,"REG","MIA","NE",27,17
"152",1999,11,"REG","JAX","NO",41,23
"153",1999,11,"REG","WAS","NYG",23,13
"154",1999,11,"REG","DEN","LV",27,21
"155",1999,11,"REG","TEN","PIT",16,10
"156",1999,11,"REG","KC","SEA",19,31
"157",1999,11,"REG","SF","LA",7,23
"158",1999,12,"REG","NYG","ARI",24,34
"159",1999,12,"REG","CAR","ATL",34,28
"160",1999,12,"REG","DET","CHI",21,17
"161",1999,12,"REG","PIT","CIN",20,27
"162",1999,12,"REG","SF","GB",3,20
"163",1999,12,"REG","BAL","JAX",23,30
"164",1999,12,"REG","LV","KC",34,37
"165",1999,12,"REG","DAL","MIA",20,0
"166",1999,12,"REG","BUF","NE",17,7
"167",1999,12,"REG","LA","NO",43,12
"168",1999,12,"REG","IND","NYJ",13,6
"169",1999,12,"REG","WAS","PHI",20,17
"170",1999,12,"REG","MIN","LAC",35,27
"171",1999,12,"REG","SEA","TB",3,16
"172",1999,12,"REG","CLE","TEN",21,33
"173",1999,13,"REG","LAC","CLE",23,10
"174",1999,13,"REG","NE","DAL",13,6
"175",1999,13,"REG","CHI","GB",19,35
"176",1999,13,"REG","MIA","IND",34,37
"177",1999,13,"REG","DEN","KC",10,16
"178",1999,13,"REG","TB","MIN",24,17
"179",1999,13,"REG","ATL","NO",35,12
"180",1999,13,"REG","NYG","NYJ",41,28
"181",1999,13,"REG","ARI","PHI",21,17
"182",1999,13,"REG","JAX","PIT",20,6
"183",1999,13,"REG","LV","SEA",30,21
"184",1999,13,"REG","CIN","SF",44,30
"185",1999,13,"REG","CAR","LA",21,34
"186",1999,13,"REG","BAL","TEN",41,14
"187",1999,13,"REG","DET","WAS",33,17
"188",1999,14,"REG","WAS","ARI",28,3
"189",1999,14,"REG","SF","ATL",26,7
"190",1999,14,"REG","PIT","BAL",24,31
"191",1999,14,"REG","GB","CAR",31,33
"192",1999,14,"REG","CIN","CLE",44,28
"193",1999,14,"REG","JAX","DEN",27,24
"194",1999,14,"REG","TB","DET",23,16
"195",1999,14,"REG","NYJ","MIA",28,20
"196",1999,14,"REG","KC","MIN",31,28
"197",1999,14,"REG","IND","NE",20,15
"198",1999,14,"REG","BUF","NYG",17,19
"199",1999,14,"REG","TEN","LV",21,14
"200",1999,14,"REG","DAL","PHI",20,10
"201",1999,14,"REG","SEA","LAC",16,19
"202",1999,14,"REG","NO","LA",14,30
"203",1999,15,"REG","TEN","ATL",30,17
"204",1999,15,"REG","ARI","BUF",21,31
"205",1999,15,"REG","CHI","DET",28,10
"206",1999,15,"REG","MIN","GB",24,20
"207",1999,15,"REG","CLE","JAX",14,24
"208",1999,15,"REG","PHI","NE",24,9
"209",1999,15,"REG","BAL","NO",31,8
"210",1999,15,"REG","LA","NYG",31,10
"211",1999,15,"REG","DAL","NYJ",21,22
"212",1999,15,"REG","KC","PIT",35,19
"213",1999,15,"REG","MIA","LAC",12,9
"214",1999,15,"REG","DEN","SEA",36,30
"215",1999,15,"REG","CAR","SF",41,24
"216",1999,15,"REG","LV","TB",45,0
"217",1999,15,"REG","IND","WAS",24,21
"218",1999,16,"REG","ATL","ARI",37,14
"219",1999,16,"REG","NE","BUF",10,13
"220",1999,16,"REG","PIT","CAR",30,20
"221",1999,16,"REG","LA","CHI",34,12
"222",1999,16,"REG","BAL","CIN",22,0
"223",1999,16,"REG","NO","DAL",31,24
"224",1999,16,"REG","DET","DEN",7,17
"225",1999,16,"REG","TB","GB",29,10
"226",1999,16,"REG","CLE","IND",28,29
"227",1999,16,"REG","TEN","JAX",41,14
"228",1999,16,"REG","SEA","KC",23,14
"229",1999,16,"REG","NYG","MIN",17,34
"230",1999,16,"REG","MIA","NYJ",31,38
"231",1999,16,"REG","LAC","LV",23,20
"232",1999,16,"REG","SF","WAS",20,26
"233",1999,17,"REG","GB","ARI",49,24
"234",1999,17,"REG","NE","BAL",20,3
"235",1999,17,"REG","JAX","CIN",24,7
"236",1999,17,"REG","MIN","DET",24,17
"237",1999,17,"REG","BUF","IND",31,6
"238",1999,17,"REG","WAS","MIA",21,10
"239",1999,17,"REG","CAR","NO",45,13
"240",1999,17,"REG","DAL","NYG",26,18
"241",1999,17,"REG","KC","LV",38,41
"242",1999,17,"REG","DEN","LAC",6,12
"243",1999,17,"REG","NYJ","SEA",19,9
"244",1999,17,"REG","ATL","SF",34,29
"245",1999,17,"REG","PHI","LA",38,31
"246",1999,17,"REG","CHI","TB",6,20
"247",1999,17,"REG","PIT","TEN",36,47
"248",1999,18,"POST","TEN","BUF",22,16
"249",1999,18,"POST","MIN","DAL",27,10
"250",1999,18,"POST","WAS","DET",27,13
"251",1999,18,"POST","SEA","MIA",17,20
"252",1999,19,"POST","JAX","MIA",62,7
"253",1999,19,"POST","LA","MIN",49,37
"254",1999,19,"POST","IND","TEN",16,19
"255",1999,19,"POST","TB","WAS",14,13
"256",1999,20,"POST","LA","TB",11,6
"257",1999,20,"POST","JAX","TEN",14,33
"258",1999,21,"POST","TEN","LA",16,23
"259",2000,1,"REG","NYG","ARI",21,16
"260",2000,1,"REG","PIT","BAL",0,16
"261",2000,1,"REG","WAS","CAR",20,17
"262",2000,1,"REG","MIN","CHI",30,27
"263",2000,1,"REG","LA","DEN",41,36
"264",2000,1,"REG","NO","DET",10,14
"265",2000,1,"REG","KC","IND",14,27
"266",2000,1,"REG","CLE","JAX",7,27
"267",2000,1,"REG","GB","NYJ",16,20
"268",2000,1,"REG","DAL","PHI",14,41
"269",2000,1,"REG","LV","LAC",9,6
"270",2000,1,"REG","MIA","SEA",23,0
"271",2000,1,"REG","ATL","SF",36,28
"272",2000,1,"REG","NE","TB",16,21
"273",2000,1,"REG","BUF","TEN",16,13
"274",2000,2,"REG","DEN","ATL",42,14
"275",2000,2,"REG","SF","CAR",22,38
"276",2000,2,"REG","TB","CHI",41,0
"277",2000,2,"REG","CIN","CLE",7,24
"278",2000,2,"REG","ARI","DAL",32,31
"279",2000,2,"REG","BUF","GB",27,18
"280",2000,2,"REG","BAL","JAX",39,36
"281",2000,2,"REG","TEN","KC",17,14
"282",2000,2,"REG","MIN","MIA",13,7
"283",2000,2,"REG","NYJ","NE",20,19
"284",2000,2,"REG","LAC","NO",27,28
"285",2000,2,"REG","PHI","NYG",18,33
"286",2000,2,"REG","IND","LV",31,38
"287",2000,2,"REG","SEA","LA",34,37
"288",2000,2,"REG","DET","WAS",15,10
"289",2000,3,"REG","CAR","ATL",10,15
"290",2000,3,"REG","MIA","BAL",19,6
"291",2000,3,"REG","NYJ","BUF",27,14
"292",2000,3,"REG","JAX","CIN",13,0
"293",2000,3,"REG","WAS","DAL",21,27
"294",2000,3,"REG","LV","DEN",24,33
"295",2000,3,"REG","NE","MIN",13,21
"296",2000,3,"REG","SEA","NO",20,10
"297",2000,3,"REG","CHI","NYG",7,14
"298",2000,3,"REG","GB","PHI",6,3
"299",2000,3,"REG","CLE","PIT",23,20
"300",2000,3,"REG","LA","SF",41,24
"301",2000,3,"REG","DET","TB",10,31
"302",2000,4,"REG","BAL","CIN",37,0
"303",2000,4,"REG","LV","CLE",36,10
"304",2000,4,"REG","CHI","DET",14,21
"305",2000,4,"REG","ARI","GB",3,29
"306",2000,4,"REG","IND","JAX",43,14
"307",2000,4,"REG","DEN","KC",22,23
"308",2000,4,"REG","MIA","NE",10,3
"309",2000,4,"REG","TB","NYJ",17,21
"310",2000,4,"REG","NO","PHI",7,21
"311",2000,4,"REG","LAC","SEA",12,20
"312",2000,4,"REG","DAL","SF",24,41
"313",2000,4,"REG","ATL","LA",20,41
"314",2000,4,"REG","PIT","TEN",20,23
"315",2000,4,"REG","NYG","WAS",6,16
"316",2000,5,"REG","SF","ARI",27,20
"317",2000,5,"REG","PHI","ATL",38,10
"318",2000,5,"REG","CLE","BAL",0,12
"319",2000,5,"REG","GB","CHI",24,27
"320",2000,5,"REG","CAR","DAL",13,16
"321",2000,5,"REG","BUF","IND",16,18
"322",2000,5,"REG","CIN","MIA",16,31
"323",2000,5,"REG","DET","MIN",24,31
"324",2000,5,"REG","DEN","NE",19,28
"325",2000,5,"REG","TEN","NYG",28,14
"326",2000,5,"REG","JAX","PIT",13,24
"327",2000,5,"REG","LA","LAC",57,31
"328",2000,5,"REG","KC","SEA",24,17
"329",2000,5,"REG","WAS","TB",20,17
"330",2000,6,"REG","JAX","BAL",10,15
"331",2000,6,"REG","ARI","CLE",29,21
"332",2000,6,"REG","LAC","DEN",7,21
"333",2000,6,"REG","DET","GB",31,24
"334",2000,6,"REG","NE","IND",24,16
"335",2000,6,"REG","CHI","NO",10,31
"336",2000,6,"REG","ATL","NYG",6,13
"337",2000,6,"REG","SF","LV",28,34
"338",2000,6,"REG","NYJ","PIT",3,20
"339",2000,6,"REG","CAR","SEA",26,3
"340",2000,6,"REG","MIN","TB",30,23
"341",2000,6,"REG","CIN","TEN",14,23
"342",2000,6,"REG","PHI","WAS",14,17
"343",2000,7,"REG","LA","ATL",45,29
"344",2000,7,"REG","WAS","BAL",10,3
"345",2000,7,"REG","NO","CAR",24,6
"346",2000,7,"REG","PIT","CIN",15,0
"347",2000,7,"REG","DEN","CLE",44,10
"348",2000,7,"REG","NYG","DAL",19,14
"349",2000,7,"REG","SEA","IND",24,37
"350",2000,7,"REG","TEN","JAX",27,13
"351",2000,7,"REG","CHI","MIN",16,28
"352",2000,7,"REG","NE","NYJ",17,34
"353",2000,7,"REG","KC","LV",17,20
"354",2000,7,"REG","ARI","PHI",14,33
"355",2000,7,"REG","BUF","LAC",27,24
"356",2000,7,"REG","GB","SF",31,28
"357",2000,8,"REG","DAL","ARI",48,7
"358",2000,8,"REG","MIN","BUF",31,27
"359",2000,8,"REG","PHI","CHI",13,9
"360",2000,8,"REG","PIT","CLE",22,0
"361",2000,8,"REG","CIN","DEN",31,21
"362",2000,8,"REG","TB","DET",14,28
"363",2000,8,"REG","NYJ","MIA",40,37
"364",2000,8,"REG","IND","NE",30,23
"365",2000,8,"REG","ATL","NO",19,21
"366",2000,8,"REG","LV","SEA",31,3
"367",2000,8,"REG","CAR","SF",34,16
"368",2000,8,"REG","KC","LA",54,34
"369",2000,8,"REG","BAL","TEN",6,14
"370",2000,8,"REG","JAX","WAS",16,35
"371",2000,9,"REG","ATL","CAR",13,12
"372",2000,9,"REG","CLE","CIN",3,12
"373",2000,9,"REG","IND","DET",30,18
"374",2000,9,"REG","MIA","GB",28,20
"375",2000,9,"REG","DAL","JAX",17,23
"376",2000,9,"REG","SEA","KC",19,24
"377",2000,9,"REG","TB","MIN",41,13
"378",2000,9,"REG","ARI","NO",10,21
"379",2000,9,"REG","BUF","NYJ",23,20
"380",2000,9,"REG","LAC","LV",13,15
"381",2000,9,"REG","NYG","PHI",24,7
"382",2000,9,"REG","BAL","PIT",6,9
"383",2000,9,"REG","SF","LA",24,34
"384",2000,9,"REG","WAS","TEN",21,27
"385",2000,10,"REG","CIN","BAL",7,27
"386",2000,10,"REG","NE","BUF",13,16
"387",2000,10,"REG","LA","CAR",24,27
"388",2000,10,"REG","PHI","DAL",16,13
"389",2000,10,"REG","NYJ","DEN",23,30
"390",2000,10,"REG","CHI","IND",27,24
"391",2000,10,"REG","LV","KC",49,31
"392",2000,10,"REG","DET","MIA",8,23
"393",2000,10,"REG","GB","MIN",26,20
"394",2000,10,"REG","CLE","NYG",3,24
"395",2000,10,"REG","TEN","PIT",9,7
"396",2000,10,"REG","SEA","LAC",17,15
"397",2000,10,"REG","NO","SF",31,15
"398",2000,10,"REG","ATL","TB",14,27
"399",2000,10,"REG","ARI","WAS",16,15
"400",2000,11,"REG","MIN","ARI",31,14
"401",2000,11,"REG","DET","ATL",13,10
"402",2000,11,"REG","TEN","BAL",23,24
"403",2000,11,"REG","BUF","CHI",20,3
"404",2000,11,"REG","DAL","CIN",23,6
"405",2000,11,"REG","TB","GB",20,15
"406",2000,11,"REG","SF","KC",21,7
"407",2000,11,"REG","LAC","MIA",7,17
"408",2000,11,"REG","CLE","NE",19,11
"409",2000,11,"REG","CAR","NO",10,20
"410",2000,11,"REG","IND","NYJ",23,15
"411",2000,11,"REG","DEN","LV",27,24
"412",2000,11,"REG","PIT","PHI",23,26
"413",2000,11,"REG","JAX","SEA",21,28
"414",2000,11,"REG","NYG","LA",24,38
"415",2000,12,"REG","PHI","ARI",34,9
"416",2000,12,"REG","SF","ATL",16,6
"417",2000,12,"REG","KC","BUF",17,21
"418",2000,12,"REG","MIN","CAR",31,17
"419",2000,12,"REG","NE","CIN",16,13
"420",2000,12,"REG","TEN","CLE",24,10
"421",2000,12,"REG","BAL","DAL",27,0
"422",2000,12,"REG","NYG","DET",21,31
"423",2000,12,"REG","GB","IND",26,24
"424",2000,12,"REG","PIT","JAX",24,34
"425",2000,12,"REG","MIA","NYJ",3,20
"426",2000,12,"REG","NO","LV",22,31
"427",2000,12,"REG","DEN","LAC",38,37
"428",2000,12,"REG","CHI","TB",13,10
"429",2000,12,"REG","LA","WAS",20,33
"430",2000,13,"REG","LV","ATL",41,14
"431",2000,13,"REG","TB","BUF",31,17
"432",2000,13,"REG","NYJ","CHI",17,10
"433",2000,13,"REG","BAL","CLE",44,7
"434",2000,13,"REG","SEA","DEN",31,38
"435",2000,13,"REG","CAR","GB",31,14
"436",2000,13,"REG","LAC","KC",17,16
"437",2000,13,"REG","IND","MIA",14,17
"438",2000,13,"REG","DAL","MIN",15,27
"439",2000,13,"REG","DET","NE",34,9
"440",2000,13,"REG","LA","NO",24,31
"441",2000,13,"REG","ARI","NYG",7,31
"442",2000,13,"REG","WAS","PHI",20,23
"443",2000,13,"REG","CIN","PIT",28,48
"444",2000,13,"REG","JAX","TEN",16,13
"445",2000,14,"REG","CIN","ARI",24,13
"446",2000,14,"REG","JAX","CLE",48,0
"447",2000,14,"REG","TB","DAL",27,7
"448",2000,14,"REG","NO","DEN",23,38
"449",2000,14,"REG","MIN","DET",24,17
"450",2000,14,"REG","CHI","GB",6,28
"451",2000,14,"REG","NYJ","IND",27,17
"452",2000,14,"REG","NE","KC",30,24
"453",2000,14,"REG","BUF","MIA",6,33
"454",2000,14,"REG","WAS","NYG",7,9
"455",2000,14,"REG","PIT","LV",21,20
"456",2000,14,"REG","ATL","SEA",10,30
"457",2000,14,"REG","LAC","SF",17,45
"458",2000,14,"REG","CAR","LA",16,3
"459",2000,14,"REG","PHI","TEN",13,15
"460",2000,15,"REG","JAX","ARI",44,10
"461",2000,15,"REG","IND","BUF",44,20
"462",2000,15,"REG","KC","CAR",15,14
"463",2000,15,"REG","TEN","CIN",35,3
"464",2000,15,"REG","GB","DET",26,13
"465",2000,15,"REG","LA","MIN",40,29
"466",2000,15,"REG","CHI","NE",24,17
"467",2000,15,"REG","SF","NO",27,31
"468",2000,15,"REG","LV","NYJ",31,7
"469",2000,15,"REG","CLE","PHI",24,35
"470",2000,15,"REG","NYG","PIT",30,10
"471",2000,15,"REG","BAL","LAC",24,3
"472",2000,15,"REG","DEN","SEA",31,24
"473",2000,15,"REG","MIA","TB",13,16
"474",2000,15,"REG","DAL","WAS",32,13
"475",2000,16,"REG","NO","ATL",23,7
"476",2000,16,"REG","ARI","BAL",7,13
"477",2000,16,"REG","SF","CHI",17,0
"478",2000,16,"REG","KC","DEN",20,7
"479",2000,16,"REG","NYJ","DET",7,10
"480",2000,16,"REG","MIN","GB",28,33
"481",2000,16,"REG","MIA","IND",13,20
"482",2000,16,"REG","CIN","JAX",17,14
"483",2000,16,"REG","BUF","NE",10,13
"484",2000,16,"REG","DAL","NYG",13,17
"485",2000,16,"REG","SEA","LV",27,24
"486",2000,16,"REG","CAR","LAC",30,22
"487",2000,16,"REG","TB","LA",38,35
"488",2000,16,"REG","CLE","TEN",0,24
"489",2000,16,"REG","PIT","WAS",24,3
"490",2000,17,"REG","WAS","ARI",20,3
"491",2000,17,"REG","SEA","BUF",23,42
"492",2000,17,"REG","LV","CAR",52,9
"493",2000,17,"REG","DET","CHI",20,23
"494",2000,17,"REG","PHI","CIN",16,7
"495",2000,17,"REG","TEN","DAL",31,0
"496",2000,17,"REG","NYG","JAX",28,25
"497",2000,17,"REG","ATL","KC",29,13
"498",2000,17,"REG","NE","MIA",24,27
"499",2000,17,"REG","IND","MIN",31,10
"500",2000,17,"REG","BAL","NYJ",34,20
"501",2000,17,"REG","LAC","PIT",21,34
"502",2000,17,"REG","DEN","SF",38,9
"503",2000,17,"REG","NO","LA",21,26
"504",2000,17,"REG","GB","TB",17,14
"505",2000,18,"POST","BAL","DEN",21,3
"506",2000,18,"POST","MIA","IND",23,17
"507",2000,18,"POST","NO","LA",31,28
"508",2000,18,"POST","PHI","TB",21,3
"509",2000,19,"POST","TEN","BAL",10,24
"510",2000,19,"POST","LV","MIA",27,0
"511",2000,19,"POST","MIN","NO",34,16
"512",2000,19,"POST","NYG","PHI",20,10
"513",2000,20,"POST","LV","BAL",3,16
"514",2000,20,"POST","NYG","MIN",41,0
"515",2000,21,"POST","NYG","BAL",7,34
"516",2001,1,"REG","SF","ATL",16,13
"517",2001,1,"REG","MIN","CAR",13,24
"518",2001,1,"REG","BAL","CHI",17,6
"519",2001,1,"REG","GB","DET",28,6
"520",2001,1,"REG","NYJ","IND",24,45
"521",2001,1,"REG","TEN","MIA",23,31
"522",2001,1,"REG","CIN","NE",23,17
"523",2001,1,"REG","BUF","NO",6,24
"524",2001,1,"REG","DEN","NYG",31,20
"525",2001,1,"REG","KC","LV",24,27
"526",2001,1,"REG","JAX","PIT",21,3
"527",2001,1,"REG","CLE","SEA",6,9
"528",2001,1,"REG","PHI","LA",17,20
"529",2001,1,"REG","DAL","TB",6,10
"530",2001,1,"REG","LAC","WAS",30,3
"531",2001,2,"REG","CIN","BAL",21,10
"532",2001,2,"REG","IND","BUF",42,26
"533",2001,2,"REG","ATL","CAR",24,16
"534",2001,2,"REG","ARI","DEN",17,38
"535",2001,2,"REG","CLE","DET",24,14
"536",2001,2,"REG","CHI","MIN",17,10
"537",2001,2,"REG","KC","NYG",3,13
"538",2001,2,"REG","NE","NYJ",3,10
"539",2001,2,"REG","MIA","LV",18,15
"540",2001,2,"REG","SEA","PHI",3,27
"541",2001,2,"REG","DAL","LAC",21,32
"542",2001,2,"REG","SF","LA",26,30
"543",2001,2,"REG","JAX","TEN",13,6
"544",2001,2,"REG","GB","WAS",37,0
"545",2001,3,"REG","ARI","ATL",14,34
"546",2001,3,"REG","DEN","BAL",13,20
"547",2001,3,"REG","LAC","CIN",28,14
"548",2001,3,"REG","JAX","CLE",14,23
"549",2001,3,"REG","PHI","DAL",40,18
"550",2001,3,"REG","CAR","GB",7,28
"551",2001,3,"REG","NE","IND",44,13
"552",2001,3,"REG","WAS","KC",13,45
"553",2001,3,"REG","LA","MIA",42,10
"554",2001,3,"REG","NYG","NO",21,13
"555",2001,3,"REG","BUF","PIT",3,20
"556",2001,3,"REG","LV","SEA",38,14
"557",2001,3,"REG","NYJ","SF",17,19
"558",2001,3,"REG","MIN","TB",20,16
"559",2001,4,"REG","PHI","ARI",20,21
"560",2001,4,"REG","SF","CAR",24,14
"561",2001,4,"REG","ATL","CHI",3,31
"562",2001,4,"REG","PIT","CIN",16,7
"563",2001,4,"REG","LV","DAL",28,21
"564",2001,4,"REG","TB","GB",14,10
"565",2001,4,"REG","SEA","JAX",24,15
"566",2001,4,"REG","DEN","KC",20,6
"567",2001,4,"REG","NO","MIN",28,15
"568",2001,4,"REG","MIA","NE",30,10
"569",2001,4,"REG","BUF","NYJ",36,42
"570",2001,4,"REG","CLE","LAC",20,16
"571",2001,4,"REG","DET","LA",0,35
"572",2001,4,"REG","BAL","TEN",26,7
"573",2001,4,"REG","NYG","WAS",23,9
"574",2001,5,"REG","CHI","ARI",20,13
"575",2001,5,"REG","GB","BAL",31,23
"576",2001,5,"REG","CIN","CLE",24,14
"577",2001,5,"REG","SEA","DEN",34,21
"578",2001,5,"REG","MIN","DET",31,26
"579",2001,5,"REG","NYJ","MIA",21,17
"580",2001,5,"REG","CAR","NO",25,27
"581",2001,5,"REG","LA","NYG",15,14
"582",2001,5,"REG","IND","LV",18,23
"583",2001,5,"REG","KC","PIT",17,20
"584",2001,5,"REG","NE","LAC",29,26
"585",2001,5,"REG","ATL","SF",31,37
"586",2001,5,"REG","TEN","TB",31,28
"587",2001,5,"REG","DAL","WAS",9,7
"588",2001,6,"REG","NO","ATL",13,20
"589",2001,6,"REG","CLE","BAL",24,14
"590",2001,6,"REG","JAX","BUF",10,13
"591",2001,6,"REG","WAS","CAR",17,14
"592",2001,6,"REG","CIN","CHI",0,24
"593",2001,6,"REG","LAC","DEN",27,10
"594",2001,6,"REG","MIN","GB",35,13
"595",2001,6,"REG","ARI","KC",24,16
"596",2001,6,"REG","IND","NE",17,38
