"","season","team","week","season_type","opponent","team_score","opponent_score","team_is_home","team_won","team_point_differential","week_of_last_game_played","bye_week","latest_bye_week_by_season","team_week_first_treated","team_id","season_week_id"
"2871",2004,"MIN",11,"REG","DET",22,19,"home",1,3,19,4,10,5,21,96
"2872",2004,"MIN",16,"REG","GB",31,34,"home",0,-3,19,4,10,5,21,101
"2873",2004,"MIN",10,"REG","GB",31,34,"away",0,-3,19,4,10,5,21,95
"2874",2004,"MIN",5,"REG","HOU",34,28,"away",1,6,19,4,10,5,21,90
"2875",2004,"MIN",6,"REG","NO",38,31,"away",1,7,19,4,10,5,21,91
"2876",2004,"MIN",15,"REG","DET",28,27,"away",1,1,19,4,10,5,21,100
"2877",2004,"MIN",3,"REG","CHI",27,22,"home",1,5,19,4,10,5,21,88
"2878",2004,"MIN",13,"REG","CHI",14,24,"away",0,-10,19,4,10,5,21,98
"2879",2004,"MIN",2,"REG","PHI",16,27,"away",0,-11,19,4,10,5,21,87
"2880",2004,"MIN",8,"REG","NYG",13,34,"home",0,-21,19,4,10,5,21,93
"2881",2004,"MIN",14,"REG","SEA",23,27,"home",0,-4,19,4,10,5,21,99
"2882",2004,"MIN",12,"REG","JAX",27,16,"home",1,11,19,4,10,5,21,97
"2883",2004,"MIN",7,"REG","TEN",20,3,"home",1,17,19,4,10,5,21,92
"2884",2004,"MIN",1,"REG","DAL",35,17,"home",1,18,19,4,10,5,21,86
"2885",2004,"NE",7,"REG","NYJ",13,7,"home",1,6,21,3,10,4,22,92
"2886",2004,"NE",15,"REG","MIA",28,29,"away",0,-1,21,3,10,4,22,100
"2887",2004,"NE",9,"REG","LA",40,22,"away",1,18,21,3,10,4,22,94
"2888",2004,"NE",5,"REG","MIA",24,10,"home",1,14,21,3,10,4,22,90
"2889",2004,"NE",10,"REG","BUF",29,6,"home",1,23,21,3,10,4,22,95
"2890",2004,"NE",2,"REG","ARI",23,12,"away",1,11,21,3,10,4,22,87
"2891",2004,"NE",17,"REG","SF",21,7,"home",1,14,21,3,10,4,22,102
"2892",2004,"NE",11,"REG","KC",27,19,"away",1,8,21,3,10,4,22,96
"2893",2004,"NE",16,"REG","NYJ",23,7,"away",1,16,21,3,10,4,22,101
"2894",2004,"NE",4,"REG","BUF",31,17,"away",1,14,21,3,10,4,22,89
"2895",2004,"NE",8,"REG","PIT",20,34,"away",0,-14,21,3,10,4,22,93
"2896",2004,"NE",14,"REG","CIN",35,28,"home",1,7,21,3,10,4,22,99
"2897",2004,"NE",13,"REG","CLE",42,15,"away",1,27,21,3,10,4,22,98
"2898",2004,"NE",1,"REG","IND",27,24,"home",1,3,21,3,10,4,22,86
"2899",2004,"NE",12,"REG","BAL",24,3,"home",1,21,21,3,10,4,22,97
"2900",2004,"NE",6,"REG","SEA",30,20,"home",1,10,21,3,10,4,22,91
"2901",2004,"NO",15,"REG","TB",21,17,"away",1,4,17,8,10,9,23,100
"2902",2004,"NO",2,"REG","SF",30,27,"home",1,3,17,8,10,9,23,87
"2903",2004,"NO",7,"REG","LV",31,26,"away",1,5,17,8,10,9,23,92
"2904",2004,"NO",6,"REG","MIN",31,38,"home",0,-7,17,8,10,9,23,91
"2905",2004,"NO",4,"REG","ARI",10,34,"away",0,-24,17,8,10,9,23,89
"2906",2004,"NO",3,"REG","LA",28,25,"away",1,3,17,8,10,9,23,88
"2907",2004,"NO",10,"REG","KC",27,20,"home",1,7,17,8,10,9,23,95
"2908",2004,"NO",13,"REG","CAR",21,32,"home",0,-11,17,8,10,9,23,98
"2909",2004,"NO",9,"REG","LAC",17,43,"away",0,-26,17,8,10,9,23,94
"2910",2004,"NO",16,"REG","ATL",26,13,"home",1,13,17,8,10,9,23,101
"2911",2004,"NO",1,"REG","SEA",7,21,"home",0,-14,17,8,10,9,23,86
"2912",2004,"NO",12,"REG","ATL",21,24,"away",0,-3,17,8,10,9,23,97
"2913",2004,"NO",5,"REG","TB",17,20,"home",0,-3,17,8,10,9,23,90
"2914",2004,"NO",17,"REG","CAR",21,18,"away",1,3,17,8,10,9,23,102
"2915",2004,"NO",11,"REG","DEN",13,34,"home",0,-21,17,8,10,9,23,96
"2916",2004,"NO",14,"REG","DAL",27,13,"away",1,14,17,8,10,9,23,99
"2917",2004,"NYG",13,"REG","WAS",7,31,"away",0,-24,17,6,10,7,24,98
"2918",2004,"NYG",15,"REG","PIT",30,33,"home",0,-3,17,6,10,7,24,100
"2919",2004,"NYG",14,"REG","BAL",14,37,"away",0,-23,17,6,10,7,24,99
"2920",2004,"NYG",17,"REG","DAL",28,24,"home",1,4,17,6,10,7,24,102
"2921",2004,"NYG",16,"REG","CIN",22,23,"away",0,-1,17,6,10,7,24,101
"2922",2004,"NYG",7,"REG","DET",13,28,"home",0,-15,17,6,10,7,24,92
"2923",2004,"NYG",4,"REG","GB",14,7,"away",1,7,17,6,10,7,24,89
"2924",2004,"NYG",3,"REG","CLE",27,10,"home",1,17,17,6,10,7,24,88
"2925",2004,"NYG",9,"REG","CHI",21,28,"home",0,-7,17,6,10,7,24,94
"2926",2004,"NYG",5,"REG","DAL",26,10,"away",1,16,17,6,10,7,24,90
"2927",2004,"NYG",8,"REG","MIN",34,13,"away",1,21,17,6,10,7,24,93
"2928",2004,"NYG",10,"REG","ARI",14,17,"away",0,-3,17,6,10,7,24,95
"2929",2004,"NYG",11,"REG","ATL",10,14,"home",0,-4,17,6,10,7,24,96
"2930",2004,"NYG",2,"REG","WAS",20,14,"home",1,6,17,6,10,7,24,87
"2931",2004,"NYG",1,"REG","PHI",17,31,"away",0,-14,17,6,10,7,24,86
"2932",2004,"NYG",12,"REG","PHI",6,27,"home",0,-21,17,6,10,7,24,97
"2933",2004,"NYJ",12,"REG","ARI",13,3,"away",1,10,19,3,10,4,25,97
"2934",2004,"NYJ",17,"REG","LA",29,32,"away",0,-3,19,3,10,4,25,102
"2935",2004,"NYJ",16,"REG","NE",7,23,"home",0,-16,19,3,10,4,25,101
"2936",2004,"NYJ",10,"REG","BAL",17,20,"home",0,-3,19,3,10,4,25,95
"2937",2004,"NYJ",1,"REG","CIN",31,24,"home",1,7,19,3,10,4,25,86
"2938",2004,"NYJ",14,"REG","PIT",6,17,"away",0,-11,19,3,10,4,25,99
"2939",2004,"NYJ",2,"REG","LAC",34,28,"away",1,6,19,3,10,4,25,87
"2940",2004,"NYJ",8,"REG","MIA",41,14,"home",1,27,19,3,10,4,25,93
"2941",2004,"NYJ",4,"REG","MIA",17,9,"away",1,8,19,3,10,4,25,89
"2942",2004,"NYJ",13,"REG","HOU",29,7,"home",1,22,19,3,10,4,25,98
"2943",2004,"NYJ",6,"REG","SF",22,14,"home",1,8,19,3,10,4,25,91
"2944",2004,"NYJ",9,"REG","BUF",17,22,"away",0,-5,19,3,10,4,25,94
"2945",2004,"NYJ",7,"REG","NE",7,13,"away",0,-6,19,3,10,4,25,92
"2946",2004,"NYJ",11,"REG","CLE",10,7,"away",1,3,19,3,10,4,25,96
"2947",2004,"NYJ",15,"REG","SEA",37,14,"home",1,23,19,3,10,4,25,100
"2948",2004,"NYJ",5,"REG","BUF",16,14,"home",1,2,19,3,10,4,25,90
"2949",2004,"PHI",14,"REG","WAS",17,14,"away",1,3,21,5,10,6,26,99
"2950",2004,"PHI",6,"REG","CAR",30,8,"home",1,22,21,5,10,6,26,91
"2951",2004,"PHI",9,"REG","PIT",3,27,"away",0,-24,21,5,10,6,26,94
"2952",2004,"PHI",12,"REG","NYG",27,6,"away",1,21,21,5,10,6,26,97
"2953",2004,"PHI",16,"REG","LA",7,20,"away",0,-13,21,5,10,6,26,101
"2954",2004,"PHI",7,"REG","CLE",34,31,"away",1,3,21,5,10,6,26,92
"2955",2004,"PHI",17,"REG","CIN",10,38,"home",0,-28,21,5,10,6,26,102
"2956",2004,"PHI",11,"REG","WAS",28,6,"home",1,22,21,5,10,6,26,96
"2957",2004,"PHI",3,"REG","DET",30,13,"away",1,17,21,5,10,6,26,88
"2958",2004,"PHI",2,"REG","MIN",27,16,"home",1,11,21,5,10,6,26,87
"2959",2004,"PHI",8,"REG","BAL",15,10,"home",1,5,21,5,10,6,26,93
"2960",2004,"PHI",4,"REG","CHI",19,9,"away",1,10,21,5,10,6,26,89
"2961",2004,"PHI",10,"REG","DAL",49,21,"away",1,28,21,5,10,6,26,95
"2962",2004,"PHI",13,"REG","GB",47,17,"home",1,30,21,5,10,6,26,98
"2963",2004,"PHI",15,"REG","DAL",12,7,"home",1,5,21,5,10,6,26,100
"2964",2004,"PHI",1,"REG","NYG",31,17,"home",1,14,21,5,10,6,26,86
"2965",2004,"PIT",12,"REG","WAS",16,7,"home",1,9,20,7,10,8,27,97
"2966",2004,"PIT",13,"REG","JAX",17,16,"away",1,1,20,7,10,8,27,98
"2967",2004,"PIT",6,"REG","DAL",24,20,"away",1,4,20,7,10,8,27,91
"2968",2004,"PIT",4,"REG","CIN",28,17,"home",1,11,20,7,10,8,27,89
"2969",2004,"PIT",9,"REG","PHI",27,3,"home",1,24,20,7,10,8,27,94
"2970",2004,"PIT",14,"REG","NYJ",17,6,"home",1,11,20,7,10,8,27,99
"2971",2004,"PIT",15,"REG","NYG",33,30,"away",1,3,20,7,10,8,27,100
"2972",2004,"PIT",10,"REG","CLE",24,10,"away",1,14,20,7,10,8,27,95
"2973",2004,"PIT",1,"REG","LV",24,21,"home",1,3,20,7,10,8,27,86
"2974",2004,"PIT",11,"REG","CIN",19,14,"away",1,5,20,7,10,8,27,96
"2975",2004,"PIT",16,"REG","BAL",20,7,"home",1,13,20,7,10,8,27,101
"2976",2004,"PIT",2,"REG","BAL",13,30,"away",0,-17,20,7,10,8,27,87
"2977",2004,"PIT",17,"REG","BUF",29,24,"away",1,5,20,7,10,8,27,102
"2978",2004,"PIT",8,"REG","NE",34,20,"home",1,14,20,7,10,8,27,93
"2979",2004,"PIT",3,"REG","MIA",13,3,"away",1,10,20,7,10,8,27,88
"2980",2004,"PIT",5,"REG","CLE",34,23,"home",1,11,20,7,10,8,27,90
"2981",2004,"SEA",16,"REG","ARI",24,21,"home",1,3,18,4,10,5,28,101
"2982",2004,"SEA",2,"REG","TB",10,6,"away",1,4,18,4,10,5,28,87
"2983",2004,"SEA",9,"REG","SF",42,27,"away",1,15,18,4,10,5,28,94
"2984",2004,"SEA",1,"REG","NO",21,7,"away",1,14,18,4,10,5,28,86
"2985",2004,"SEA",6,"REG","NE",20,30,"away",0,-10,18,4,10,5,28,91
"2986",2004,"SEA",12,"REG","BUF",9,38,"home",0,-29,18,4,10,5,28,97
"2987",2004,"SEA",8,"REG","CAR",23,17,"home",1,6,18,4,10,5,28,93
"2988",2004,"SEA",14,"REG","MIN",27,23,"away",1,4,18,4,10,5,28,99
"2989",2004,"SEA",10,"REG","LA",12,23,"away",0,-11,18,4,10,5,28,95
"2990",2004,"SEA",15,"REG","NYJ",14,37,"away",0,-23,18,4,10,5,28,100
"2991",2004,"SEA",13,"REG","DAL",39,43,"home",0,-4,18,4,10,5,28,98
"2992",2004,"SEA",3,"REG","SF",34,0,"home",1,34,18,4,10,5,28,88
"2993",2004,"SEA",11,"REG","MIA",24,17,"home",1,7,18,4,10,5,28,96
"2994",2004,"SEA",7,"REG","ARI",17,25,"away",0,-8,18,4,10,5,28,92
"2995",2004,"SEA",5,"REG","LA",27,33,"home",0,-6,18,4,10,5,28,90
"2996",2004,"SEA",17,"REG","ATL",28,26,"home",1,2,18,4,10,5,28,102
"2997",2004,"SF",14,"REG","ARI",31,28,"away",1,3,17,7,10,8,29,99
"2998",2004,"SF",13,"REG","LA",6,16,"away",0,-10,17,7,10,8,29,98
"2999",2004,"SF",1,"REG","ATL",19,21,"home",0,-2,17,7,10,8,29,86
"3000",2004,"SF",4,"REG","LA",14,24,"home",0,-10,17,7,10,8,29,89
"3001",2004,"SF",9,"REG","SEA",27,42,"home",0,-15,17,7,10,8,29,94
"3002",2004,"SF",2,"REG","NO",27,30,"away",0,-3,17,7,10,8,29,87
"3003",2004,"SF",6,"REG","NYJ",14,22,"away",0,-8,17,7,10,8,29,91
"3004",2004,"SF",12,"REG","MIA",17,24,"home",0,-7,17,7,10,8,29,97
"3005",2004,"SF",5,"REG","ARI",31,28,"home",1,3,17,7,10,8,29,90
"3006",2004,"SF",8,"REG","CHI",13,23,"away",0,-10,17,7,10,8,29,93
"3007",2004,"SF",15,"REG","WAS",16,26,"home",0,-10,17,7,10,8,29,100
"3008",2004,"SF",11,"REG","TB",3,35,"away",0,-32,17,7,10,8,29,96
"3009",2004,"SF",16,"REG","BUF",7,41,"home",0,-34,17,7,10,8,29,101
"3010",2004,"SF",17,"REG","NE",7,21,"away",0,-14,17,7,10,8,29,102
"3011",2004,"SF",3,"REG","SEA",0,34,"away",0,-34,17,7,10,8,29,88
"3012",2004,"SF",10,"REG","CAR",27,37,"home",0,-10,17,7,10,8,29,95
"3013",2004,"TB",15,"REG","NO",17,21,"home",0,-4,17,8,10,9,30,100
"3014",2004,"TB",1,"REG","WAS",10,16,"away",0,-6,17,8,10,9,30,86
"3015",2004,"TB",9,"REG","KC",34,31,"home",1,3,17,8,10,9,30,94
"3016",2004,"TB",11,"REG","SF",35,3,"home",1,32,17,8,10,9,30,96
"3017",2004,"TB",13,"REG","ATL",27,0,"home",1,27,17,8,10,9,30,98
"3018",2004,"TB",10,"REG","ATL",14,24,"away",0,-10,17,8,10,9,30,95
"3019",2004,"TB",17,"REG","ARI",7,12,"away",0,-5,17,8,10,9,30,102
"3020",2004,"TB",2,"REG","SEA",6,10,"home",0,-4,17,8,10,9,30,87
"3021",2004,"TB",14,"REG","LAC",24,31,"away",0,-7,17,8,10,9,30,99
"3022",2004,"TB",12,"REG","CAR",14,21,"away",0,-7,17,8,10,9,30,97
"3023",2004,"TB",3,"REG","LV",20,30,"away",0,-10,17,8,10,9,30,88
"3024",2004,"TB",4,"REG","DEN",13,16,"home",0,-3,17,8,10,9,30,89
"3025",2004,"TB",6,"REG","LA",21,28,"away",0,-7,17,8,10,9,30,91
"3026",2004,"TB",7,"REG","CHI",19,7,"home",1,12,17,8,10,9,30,92
"3027",2004,"TB",5,"REG","NO",20,17,"away",1,3,17,8,10,9,30,90
"3028",2004,"TB",16,"REG","CAR",20,37,"home",0,-17,17,8,10,9,30,101
"3029",2004,"TEN",2,"REG","IND",17,31,"home",0,-14,17,9,10,10,31,87
"3030",2004,"TEN",11,"REG","JAX",18,15,"away",1,3,17,9,10,10,31,96
"3031",2004,"TEN",1,"REG","MIA",17,7,"away",1,10,17,9,10,10,31,86
"3032",2004,"TEN",4,"REG","LAC",17,38,"away",0,-21,17,9,10,10,31,89
"3033",2004,"TEN",3,"REG","JAX",12,15,"home",0,-3,17,9,10,10,31,88
"3034",2004,"TEN",14,"REG","KC",38,49,"home",0,-11,17,9,10,10,31,99
"3035",2004,"TEN",15,"REG","LV",35,40,"away",0,-5,17,9,10,10,31,100
"3036",2004,"TEN",6,"REG","HOU",10,20,"home",0,-10,17,9,10,10,31,91
"3037",2004,"TEN",13,"REG","IND",24,51,"away",0,-27,17,9,10,10,31,98
"3038",2004,"TEN",7,"REG","MIN",3,20,"away",0,-17,17,9,10,10,31,92
"3039",2004,"TEN",16,"REG","DEN",16,37,"home",0,-21,17,9,10,10,31,101
"3040",2004,"TEN",8,"REG","CIN",27,20,"home",1,7,17,9,10,10,31,93
"3041",2004,"TEN",10,"REG","CHI",17,19,"home",0,-2,17,9,10,10,31,95
"3042",2004,"TEN",17,"REG","DET",24,19,"home",1,5,17,9,10,10,31,102
"3043",2004,"TEN",12,"REG","HOU",21,31,"away",0,-10,17,9,10,10,31,97
"3044",2004,"TEN",5,"REG","GB",48,27,"away",1,21,17,9,10,10,31,90
"3045",2004,"WAS",17,"REG","MIN",21,18,"home",1,3,17,7,10,8,32,102
"3046",2004,"WAS",14,"REG","PHI",14,17,"home",0,-3,17,7,10,8,32,99
"3047",2004,"WAS",15,"REG","SF",26,16,"away",1,10,17,7,10,8,32,100
"3048",2004,"WAS",6,"REG","CHI",13,10,"away",1,3,17,7,10,8,32,91
"3049",2004,"WAS",4,"REG","CLE",13,17,"away",0,-4,17,7,10,8,32,89
"3050",2004,"WAS",8,"REG","GB",14,28,"home",0,-14,17,7,10,8,32,93
"3051",2004,"WAS",5,"REG","BAL",10,17,"home",0,-7,17,7,10,8,32,90
"3052",2004,"WAS",1,"REG","TB",16,10,"home",1,6,17,7,10,8,32,86
"3053",2004,"WAS",3,"REG","DAL",18,21,"home",0,-3,17,7,10,8,32,88
"3054",2004,"WAS",10,"REG","CIN",10,17,"home",0,-7,17,7,10,8,32,95
"3055",2004,"WAS",12,"REG","PIT",7,16,"away",0,-9,17,7,10,8,32,97
"3056",2004,"WAS",2,"REG","NYG",14,20,"away",0,-6,17,7,10,8,32,87
"3057",2004,"WAS",16,"REG","DAL",10,13,"away",0,-3,17,7,10,8,32,101
"3058",2004,"WAS",9,"REG","DET",17,10,"away",1,7,17,7,10,8,32,94
"3059",2004,"WAS",11,"REG","PHI",6,28,"away",0,-22,17,7,10,8,32,96
"3060",2004,"WAS",13,"REG","NYG",31,7,"home",1,24,17,7,10,8,32,98
"3061",2005,"ARI",11,"REG","LA",38,28,"away",1,10,17,6,10,7,1,113
"3062",2005,"ARI",17,"REG","IND",13,17,"away",0,-4,17,6,10,7,1,119
"3063",2005,"ARI",7,"REG","TEN",20,10,"home",1,10,17,6,10,7,1,109
"3064",2005,"ARI",5,"REG","CAR",20,24,"home",0,-4,17,6,10,7,1,107
"3065",2005,"ARI",2,"REG","LA",12,17,"home",0,-5,17,6,10,7,1,104
"3066",2005,"ARI",8,"REG","DAL",13,34,"away",0,-21,17,6,10,7,1,110
"3067",2005,"ARI",9,"REG","SEA",19,33,"home",0,-14,17,6,10,7,1,111
"3068",2005,"ARI",14,"REG","WAS",13,17,"home",0,-4,17,6,10,7,1,116
"3069",2005,"ARI",1,"REG","NYG",19,42,"away",0,-23,17,6,10,7,1,103
"3070",2005,"ARI",12,"REG","JAX",17,24,"home",0,-7,17,6,10,7,1,114
"3071",2005,"ARI",3,"REG","SEA",12,37,"away",0,-25,17,6,10,7,1,105
"3072",2005,"ARI",13,"REG","SF",17,10,"away",1,7,17,6,10,7,1,115
"3073",2005,"ARI",10,"REG","DET",21,29,"away",0,-8,17,6,10,7,1,112
"3074",2005,"ARI",15,"REG","HOU",19,30,"away",0,-11,17,6,10,7,1,117
"3075",2005,"ARI",16,"REG","PHI",27,21,"home",1,6,17,6,10,7,1,118
"3076",2005,"ARI",4,"REG","SF",31,14,"home",1,17,17,6,10,7,1,106
"3077",2005,"ATL",13,"REG","CAR",6,24,"away",0,-18,17,8,10,9,2,115
"3078",2005,"ATL",11,"REG","TB",27,30,"home",0,-3,17,8,10,9,2,113
"3079",2005,"ATL",9,"REG","MIA",17,10,"away",1,7,17,8,10,9,2,111
"3080",2005,"ATL",16,"REG","TB",24,27,"away",0,-3,17,8,10,9,2,118
"3081",2005,"ATL",2,"REG","SEA",18,21,"away",0,-3,17,8,10,9,2,104
"3082",2005,"ATL",7,"REG","NYJ",27,14,"home",1,13,17,8,10,9,2,109
"3083",2005,"ATL",10,"REG","GB",25,33,"home",0,-8,17,8,10,9,2,112
"3084",2005,"ATL",6,"REG","NO",34,31,"away",1,3,17,8,10,9,2,108
"3085",2005,"ATL",12,"REG","DET",27,7,"away",1,20,17,8,10,9,2,114
"3086",2005,"ATL",17,"REG","CAR",11,44,"home",0,-33,17,8,10,9,2,119
"3087",2005,"ATL",4,"REG","MIN",30,10,"home",1,20,17,8,10,9,2,106
"3088",2005,"ATL",5,"REG","NE",28,31,"home",0,-3,17,8,10,9,2,107
"3089",2005,"ATL",14,"REG","NO",36,17,"home",1,19,17,8,10,9,2,116
"3090",2005,"ATL",1,"REG","PHI",14,10,"home",1,4,17,8,10,9,2,103
"3091",2005,"ATL",15,"REG","CHI",3,16,"away",0,-13,17,8,10,9,2,117
"3092",2005,"ATL",3,"REG","BUF",24,16,"away",1,8,17,8,10,9,2,105
"3093",2005,"BAL",6,"REG","CLE",16,3,"home",1,13,17,3,10,4,3,108
"3094",2005,"BAL",11,"REG","PIT",16,13,"home",1,3,17,3,10,4,3,113
"3095",2005,"BAL",13,"REG","HOU",16,15,"home",1,1,17,3,10,4,3,115
"3096",2005,"BAL",15,"REG","GB",48,3,"home",1,45,17,3,10,4,3,117
"3097",2005,"BAL",16,"REG","MIN",30,23,"home",1,7,17,3,10,4,3,118
"3098",2005,"BAL",1,"REG","IND",7,24,"home",0,-17,17,3,10,4,3,103
"3099",2005,"BAL",12,"REG","CIN",29,42,"away",0,-13,17,3,10,4,3,114
"3100",2005,"BAL",8,"REG","PIT",19,20,"away",0,-1,17,3,10,4,3,110
"3101",2005,"BAL",7,"REG","CHI",6,10,"away",0,-4,17,3,10,4,3,109
"3102",2005,"BAL",4,"REG","NYJ",13,3,"home",1,10,17,3,10,4,3,106
"3103",2005,"BAL",5,"REG","DET",17,35,"away",0,-18,17,3,10,4,3,107
"3104",2005,"BAL",14,"REG","DEN",10,12,"away",0,-2,17,3,10,4,3,116
"3105",2005,"BAL",10,"REG","JAX",3,30,"away",0,-27,17,3,10,4,3,112
"3106",2005,"BAL",17,"REG","CLE",16,20,"away",0,-4,17,3,10,4,3,119
"3107",2005,"BAL",2,"REG","TEN",10,25,"away",0,-15,17,3,10,4,3,104
"3108",2005,"BAL",9,"REG","CIN",9,21,"home",0,-12,17,3,10,4,3,111
"3109",2005,"BUF",3,"REG","ATL",16,24,"home",0,-8,17,9,10,10,4,105
"3110",2005,"BUF",12,"REG","CAR",9,13,"home",0,-4,17,9,10,10,4,114
"3111",2005,"BUF",10,"REG","KC",14,3,"home",1,11,17,9,10,10,4,112
"3112",2005,"BUF",17,"REG","NYJ",26,30,"away",0,-4,17,9,10,10,4,119
"3113",2005,"BUF",2,"REG","TB",3,19,"away",0,-16,17,9,10,10,4,104
"3114",2005,"BUF",4,"REG","NO",7,19,"away",0,-12,17,9,10,10,4,106
"3115",2005,"BUF",14,"REG","NE",7,35,"home",0,-28,17,9,10,10,4,116
"3116",2005,"BUF",7,"REG","LV",17,38,"away",0,-21,17,9,10,10,4,109
"3117",2005,"BUF",5,"REG","MIA",20,14,"home",1,6,17,9,10,10,4,107
"3118",2005,"BUF",13,"REG","MIA",23,24,"away",0,-1,17,9,10,10,4,115
"3119",2005,"BUF",16,"REG","CIN",37,27,"away",1,10,17,9,10,10,4,118
"3120",2005,"BUF",11,"REG","LAC",10,48,"away",0,-38,17,9,10,10,4,113
"3121",2005,"BUF",6,"REG","NYJ",27,17,"home",1,10,17,9,10,10,4,108
"3122",2005,"BUF",15,"REG","DEN",17,28,"home",0,-11,17,9,10,10,4,117
"3123",2005,"BUF",1,"REG","HOU",22,7,"home",1,15,17,9,10,10,4,103
"3124",2005,"BUF",8,"REG","NE",16,21,"away",0,-5,17,9,10,10,4,110
"3125",2005,"CAR",4,"REG","GB",32,29,"home",1,3,20,7,10,8,5,106
"3126",2005,"CAR",13,"REG","ATL",24,6,"home",1,18,20,7,10,8,5,115
"3127",2005,"CAR",3,"REG","MIA",24,27,"away",0,-3,20,7,10,8,5,105
"3128",2005,"CAR",6,"REG","DET",21,20,"away",1,1,20,7,10,8,5,108
"3129",2005,"CAR",15,"REG","NO",27,10,"away",1,17,20,7,10,8,5,117
"3130",2005,"CAR",5,"REG","ARI",24,20,"away",1,4,20,7,10,8,5,107
"3131",2005,"CAR",16,"REG","DAL",20,24,"home",0,-4,20,7,10,8,5,118
"3132",2005,"CAR",17,"REG","ATL",44,11,"away",1,33,20,7,10,8,5,119
"3133",2005,"CAR",1,"REG","NO",20,23,"home",0,-3,20,7,10,8,5,103
"3134",2005,"CAR",8,"REG","MIN",38,13,"home",1,25,20,7,10,8,5,110
"3135",2005,"CAR",12,"REG","BUF",13,9,"away",1,4,20,7,10,8,5,114
"3136",2005,"CAR",11,"REG","CHI",3,13,"away",0,-10,20,7,10,8,5,113
"3137",2005,"CAR",10,"REG","NYJ",30,3,"home",1,27,20,7,10,8,5,112
"3138",2005,"CAR",14,"REG","TB",10,20,"home",0,-10,20,7,10,8,5,116
"3139",2005,"CAR",9,"REG","TB",34,14,"away",1,20,20,7,10,8,5,111
"3140",2005,"CAR",2,"REG","NE",27,17,"home",1,10,20,7,10,8,5,104
"3141",2005,"CHI",13,"REG","GB",19,7,"home",1,12,19,4,10,5,6,115
"3142",2005,"CHI",16,"REG","GB",24,17,"away",1,7,19,4,10,5,6,118
"3143",2005,"CHI",1,"REG","WAS",7,9,"away",0,-2,19,4,10,5,6,103
"3144",2005,"CHI",11,"REG","CAR",13,3,"home",1,10,19,4,10,5,6,113
"3145",2005,"CHI",6,"REG","MIN",28,3,"home",1,25,19,4,10,5,6,108
"3146",2005,"CHI",3,"REG","CIN",7,24,"home",0,-17,19,4,10,5,6,105
"3147",2005,"CHI",17,"REG","MIN",10,34,"away",0,-24,19,4,10,5,6,119
"3148",2005,"CHI",15,"REG","ATL",16,3,"home",1,13,19,4,10,5,6,117
"3149",2005,"CHI",12,"REG","TB",13,10,"away",1,3,19,4,10,5,6,114
"3150",2005,"CHI",5,"REG","CLE",10,20,"away",0,-10,19,4,10,5,6,107
"3151",2005,"CHI",2,"REG","DET",38,6,"home",1,32,19,4,10,5,6,104
"3152",2005,"CHI",8,"REG","DET",19,13,"away",1,6,19,4,10,5,6,110
"3153",2005,"CHI",9,"REG","NO",20,17,"away",1,3,19,4,10,5,6,111
"3154",2005,"CHI",10,"REG","SF",17,9,"home",1,8,19,4,10,5,6,112
"3155",2005,"CHI",7,"REG","BAL",10,6,"home",1,4,19,4,10,5,6,109
"3156",2005,"CHI",14,"REG","PIT",9,21,"away",0,-12,19,4,10,5,6,116
"3157",2005,"CIN",6,"REG","TEN",31,23,"away",1,8,18,10,10,0,7,108
"3158",2005,"CIN",15,"REG","DET",41,17,"away",1,24,18,10,10,0,7,117
"3159",2005,"CIN",7,"REG","PIT",13,27,"home",0,-14,18,10,10,0,7,109
"3160",2005,"CIN",12,"REG","BAL",42,29,"home",1,13,18,10,10,0,7,114
"3161",2005,"CIN",2,"REG","MIN",37,8,"home",1,29,18,10,10,0,7,104
"3162",2005,"CIN",1,"REG","CLE",27,13,"away",1,14,18,10,10,0,7,103
"3163",2005,"CIN",3,"REG","CHI",24,7,"away",1,17,18,10,10,0,7,105
"3164",2005,"CIN",11,"REG","IND",37,45,"home",0,-8,18,10,10,0,7,113
"3165",2005,"CIN",14,"REG","CLE",23,20,"home",1,3,18,10,10,0,7,116
"3166",2005,"CIN",8,"REG","GB",21,14,"home",1,7,18,10,10,0,7,110
"3167",2005,"CIN",13,"REG","PIT",38,31,"away",1,7,18,10,10,0,7,115
"3168",2005,"CIN",9,"REG","BAL",21,9,"away",1,12,18,10,10,0,7,111
"3169",2005,"CIN",5,"REG","JAX",20,23,"away",0,-3,18,10,10,0,7,107
"3170",2005,"CIN",17,"REG","KC",3,37,"away",0,-34,18,10,10,0,7,119
"3171",2005,"CIN",4,"REG","HOU",16,10,"home",1,6,18,10,10,0,7,106
"3172",2005,"CIN",16,"REG","BUF",27,37,"home",0,-10,18,10,10,0,7,118
"3173",2005,"CLE",5,"REG","CHI",20,10,"home",1,10,17,4,10,5,8,107
"3174",2005,"CLE",3,"REG","IND",6,13,"away",0,-7,17,4,10,5,8,105
"3175",2005,"CLE",11,"REG","MIA",22,0,"home",1,22,17,4,10,5,8,113
"3176",2005,"CLE",2,"REG","GB",26,24,"away",1,2,17,4,10,5,8,104
"3177",2005,"CLE",14,"REG","CIN",20,23,"away",0,-3,17,4,10,5,8,116
"3178",2005,"CLE",6,"REG","BAL",3,16,"away",0,-13,17,4,10,5,8,108
